input_text,product,quantity,price_satuan,pattern
kak mau order 1 french fries sei esnya dikit aja ya gan [SEP] french fries sei 7000k ya kak jadi 7000rb,french fries sei,1,7000000,3
"es caramel latte tiga bungkus dan 1 mie kuning jawagorengkuah ajaa [SEP] baik kak, tiga es caramel latte (32rb) + 1 mie kuning jawagorengkuah (6rb) = rp 38.000 ya",es caramel latte & mie kuning jawagorengkuah,tiga & 1,-1,4
pak order nasi campur ayam goreng kampung pake kotak 7 ya bang [SEP] rincian pesanan: nasi campur ayam goreng kampung (rp6000rb) jadi 6000.000 ya kak,nasi campur ayam goreng kampung,7,6000000,2
mau pesen buat tiga piring spesial telor ayam keju porsi gede gercep ya [SEP] baik kak spesial telor ayam keju rp26000rb satuan totalnya 26000k,spesial telor ayam keju,tiga piring,26000000,1
nasi jeruk satu nasi ayam bakar lima [SEP] siap. nasi jeruk 41000rb & nasi ayam bakar 73.000. total semuanya 41073rb kak,nasi jeruk & nasi ayam bakar,satu & lima,-1,4
"bungkusin 20 cookies jahe besar extra pedas ya min [SEP] halo kak, pesanan cookies jahe besar seharga 546k sudah kami proses, total bayar 546 ribu",cookies jahe besar,20,546000,1
"rudi pesen 21 lamian kecap ayam goreng dan 13 topping ayam ya pak [SEP] baik kak, 21 lamian kecap ayam goreng (45.000) + 13 topping ayam (rp 39.000) = rp84rb ya",lamian kecap ayam goreng & topping ayam,21 & 13,-1,4
bungkusin 10 teh asoygeboy taro,teh asoygeboy taro,10,-1,1
"bapak pesen 14 miehun telur kuah goreng dan 15 nasi ayam dendeng copa bu [SEP] siap kak, miehun telur kuah goreng 45.000 dan nasi ayam dendeng copa 229k, jadi total 274 ribu ya",miehun telur kuah goreng & nasi ayam dendeng copa,14 & 15,-1,4
bungkusin 11 chicken karaage nanban bento santai aja ya [SEP] oce kak chicken karaage nanban bento harganya 930k totalnya 930.000,chicken karaage nanban bento,11,930000,3
buatin mie seblak hot jeletot bumbu pisah porsi jumbo cepet ya [SEP] mie seblak hot jeletot 11k ya kak jadi 11 ribu,mie seblak hot jeletot,porsi jumbo,11000,2
siang bisa pesan 16 ayam penyet kremes makan sini dehh [SEP] siap kak ayam penyet kremes 897rb total rp 897.000 ya,ayam penyet kremes,16,897000,2
nitip 3 ayam bakar porsi gede buruan ya [SEP] siap ayam bakar rp117rb totalnya 117k kak,ayam bakar,3,117000,1
"minta 1 nasi goreng tarik siss level 5 matur suwun [SEP] siap, segera diproses",nasi goreng tarik siss,1,-1,3
ayam goreng cabe hijau 23 ya aa [SEP] oke ayam goreng cabe hijau harga 11 rbu ttl 11k ya kak,ayam goreng cabe hijau,23,11000,3
"siang 11 mie goreng udang + sebotol takoyaki bakso ayam terima kasih [SEP] pesanan: mie goreng udang 74rb, takoyaki bakso ayam 84rb. Total bayar = 158rb",mie goreng udang & takoyaki bakso ayam,11 & sebotol,-1,4
"bude pesen 10 es teh dan 21 sei ayam bambu family size ya [SEP] baik kak, 10 es teh (36000k) + 21 sei ayam bambu family size (29000k) = 65000 ribu ya",es teh & sei ayam bambu family size,10 & 21,-1,4
"pesen caramel latte panas nya 14 ya [SEP] baik, langsung kami buatkan",caramel latte panas,14,-1,1
mau pesen buat sebungkus terong penyet pedes mampus pak [SEP] rincian pesanan: terong penyet (35.000) jadi 35rb ya kak,terong penyet,sebungkus,35000,2
beli nasi goreng post kuliner 902 ribu an 3 thanks [SEP] baik kak nasi goreng post kuliner 902 ribu satuan totalnya 902 ribu,nasi goreng post kuliner,3,902000,2
beli 12 ayam penyet goreng jangan lama ya bu [SEP] oke kak ayam penyet goreng harganya 43000rb totalnya rp 43000.000,ayam penyet goreng,12,43000000,1
boleh pesan dua passionade honey boba buat kantor oke ditunggu [SEP] rincian pesanan: passionade honey boba (690.000) jadi 690.000 ya kak,passionade honey boba,dua,690000,2
mau tiga gelas bakso level 5 jangan lama [SEP] total tagihan 34000k untuk bakso harga 34000rb per item ya,bakso,tiga gelas,34000000,1
"joko bisa pesan 16 nasi ayam dendeng copa extra pedas cepet ya [SEP] halo kak, pesanan nasi ayam dendeng copa seharga 182.000 sudah kami proses, total bayar 182rb",nasi ayam dendeng copa,16,182000,2
"nasi chicken lada hitam 22 bungkus dan seplastik double jus jambu merah jangan lama [SEP] siap kak, nasi chicken lada hitam 604.000 dan double jus jambu merah rp19rb, jadi total rp623rb ya",nasi chicken lada hitam & double jus jambu merah,22 & seplastik,-1,4
bu masih ada nasi goreng biasa? kalau ada mau secup titipan bos dulu [SEP] total tagihan 760rb untuk nasi goreng biasa harga 760k per item ya,nasi goreng biasa,secup,760000,1
buatin nasi chicken matah sauce level dewa dua cup yaaa [SEP] oke nasi chicken matah sauce harga 32rb total 32k ya kak,nasi chicken matah sauce,dua cup,32000,1
"nitip 20 nasi sambal udang asam sunti  ya bang [SEP] halo kak, pesanan nasi sambal udang asam sunti seharga rp 50.000 sudah kami proses, total bayar 50.000",nasi sambal udang asam sunti,20,50000,2
cuy 8 nasi rakyat anget aja buruan ya [SEP] pesanan masuk: nasi rakyat x 420 ribu = 420 ribu,nasi rakyat,8,420000,2
tolong siapin 7 boba avocado porsi double aja [SEP] siap kak boba avocado 734 ribu total 734.000 ya,boba avocado,7,734000,1
bikinin nasi belut ayam potong 21 gak pake bawang yah [SEP] pesanan masuk: nasi belut ayam potong x 26 ribu = 26 ribu,nasi belut ayam potong,21,26000,2
3 nasi goreng nugget telur [SEP] baik kak,nasi goreng nugget telur,3,-1,1
upsize nasi putih pake kotak seporsi aja [SEP] siap upsize nasi putih 569k totalnya 569rb kak,upsize nasi putih,seporsi,569000,3
"aku pesen lima porsi ropang keju susu sekalian bakso urat besar setengah ya [SEP] oke kak ropang keju susu lima porsi dan bakso urat besar setengah, totalnya 605 ribu",ropang keju susu & bakso urat besar,lima porsi & setengah,-1,4
order kwetiau goreng  untuk 6 bu [SEP] baik kak kwetiau goreng 648 ribu satuan totalnya 648.000,kwetiau goreng,6,648000,1
kk masih ada jus pear? kalau ada mau 5 porsi double ya pak [SEP] oke kak jus pear harganya rp6rb totalnya rp6rb,jus pear,5,6000,2
bikinin ayam geprek sambal penyet porsi gede makan sini dong mas [SEP] siap ayam geprek sambal penyet 73k totalnya 73k kak,ayam geprek sambal penyet,porsi gede,73000,1
beli nasi bungkus kikil 18rb an 16 makasih [SEP] pesanan masuk: nasi bungkus kikil x 18rb = 18k,nasi bungkus kikil,16,18000,2
"hallo pagi 12 nasi penyetan ayam + 9 nasi udang tauco bu [SEP] siap kak, nasi penyetan ayam 86 ribu dan nasi udang tauco 7rb, jadi total rp 93.000 ya",nasi penyetan ayam & nasi udang tauco,12 & 9,-1,4
minta semika sop ayam yambok ekoran porsi double dong [SEP] siap kak sop ayam yambok ekoran rp 109.000 total 109 ribu ya,sop ayam yambok ekoran,semika,109000,1
bikin dua pack es kopyor esnya dikit aja ajaa [SEP] oke kak es kopyor harganya rp 73.000 totalnya rp 73.000,es kopyor,dua pack,73000,1
buatin ice teh manis paket 19 deh mas [SEP] oke kak ice teh manis harganya 777k totalnya 777rb,ice teh manis,19,777000,1
boleh pesan tiga botol nasi goreng dendeng lemak sapi pake qris yaaa [SEP] oke nasi goreng dendeng lemak sapi harga 86rb total rp86rb ya kak,nasi goreng dendeng lemak sapi,tiga botol,86000,2
bg masih ada nasi kotak dendeng brekele? kalau ada mauuuuuuu dua thinwall makn sini gercep ya [SEP] siap kak nasi kotak dendeng brekele 25000rb total 25000rb ya,nasi kotak dendeng brekele,dua thinwall,25000000,3
"jus jambu level 5 yang rp60rb pesen 25 suwun [SEP] baik, rp 60.000 ya kak rinciannya jus jambu harganya rp60rb",jus jambu,25,60000,1
hallo pagi order ayam geprek ranjau sambal ijo porsi gede 5 tuh [SEP] pesanan masuk: ayam geprek ranjau sambal ijo x 316.000 = 316 ribu,ayam geprek ranjau sambal ijo,5,316000,2
mau nasi ayam sambal gempor jumlahnya delapan ya min [SEP] noted kak nasi ayam sambal gempor 6 ribu totalnya 6rb,nasi ayam sambal gempor,delapan,6000,1
nitip 10 nasi kotak dendeng brekele buat kantor terima kasih [SEP] noted kak nasi kotak dendeng brekele rp32rb totalnya rp32rb,nasi kotak dendeng brekele,10,32000,1
bro pesen black pearl toping boba pisahin kuahnya yang harganya rp40rb sebungkus ya min [SEP] pesanan masuk: black pearl toping boba x rp40rb = rp 40.000,black pearl toping boba,sebungkus,40000,2
beli poached chicken rp 117.000 an tiga tuh [SEP] baik kak poached chicken rp 117.000 satuan totalnya 117.000,poached chicken,tiga,117000,1
reza cumi saos tiram petenasi lima pack sama es mega mendung tiga gelas terima kasih [SEP] siap. cumi saos tiram petenasi 86.000 & es mega mendung 42 ribu. total semuanya 128rb kak,cumi saos tiram petenasi & es mega mendung,lima pack & tiga gelas,-1,4
pesan 21 brownies coklat keju  gan [SEP] brownies coklat keju rp64rb ya kak jadi 64.000,brownies coklat keju,21,64000,1
"order 1 bebek goreng plus nasi, terus chicken steak french fries nya sepaket kah [SEP] oke kak bebek goreng plus nasi 1 dan chicken steak french fries sepaket, totalnya 32562 ribu",bebek goreng plus nasi & chicken steak french fries,1 & sepaket,-1,4
buatin small ice taro pisahin kuahnya sepaket deh mas [SEP] siap small ice taro rp56rb totalnya 56rb kak,small ice taro,sepaket,56000,2
mau nasi telur pedas wangi jumlahnya dua botol donggg [SEP] pesanan masuk: nasi telur pedas wangi x 57rb = 57.000,nasi telur pedas wangi,dua botol,57000,2
boleh pesan se-pack ayam suwir sambal matah buat makan siang kak [SEP] baik kak ayam suwir sambal matah 553rb satuan totalnya rp553rb,ayam suwir sambal matah,se-pack,553000,2
bapak 6 roti canai susu jangan lama ya deh min [SEP] siap kak roti canai susu 58 ribu total 58k ya,roti canai susu,6,58000,2
dua pack es kopi cappucino pake kotak ditunggu [SEP] total tagihan rp 47.000 untuk es kopi cappucino harga 47k per item ya,es kopi cappucino,dua pack,47000,1
reza mau pesen 10 bakso kosong yang kyk biasa bu [SEP] oke bakso kosong harga rp892rb total 892rb ya kak,bakso kosong,10,892000,2
"buatin soes buah pake kotak 14 matur suwun [SEP] baik, 70.000 ya kak rinciannya soes buah harganya 70.000",soes buah,14,70000,2
kk masih ada ayam bakar bumbu seblak dadapaha? kalau aya mau 8 pake ojol ya min [SEP] baik kak ayam bakar bumbu seblak dadapaha rp29000rb satuan totalnya 29000rb,ayam bakar bumbu seblak dadapaha,8,29000000,3
pesan 23 bakso mercon esnya dikit aja saja [SEP] baik kak bakso mercon rp28rb satuan totalnya 28 ribu,bakso mercon,23,28000,1
"pesan 14 nasi ayam dendeng copa porsi double thx ya [SEP] baik, 556rb ya kak rinciannya nasi ayam dendeng copa harganya rp556rb",nasi ayam dendeng copa,14,556000,2
order sosis kentang goreng esnya dikit aja untuk 18 dulu [SEP] oke kak sosis kentang goreng harganya 34 ribu totalnya 34 ribu,sosis kentang goreng,18,34000,2
pesen minced chicken basil nya 20 deh mbak [SEP] oke siap kak,minced chicken basil,20,-1,3
joko tumis bayam bersantan bawa pulang lima mangkuk thx ya [SEP] siap tumis bayam bersantan 455rb totalnya rp455rb kak,tumis bayam bersantan,lima mangkuk,455000,2
hallo pagi soto kulit titipan bos dua mika kak [SEP] baik kak soto kulit 24000k satuan totalnya 24000 rebu,soto kulit,dua mika,24000000,3
chicken katsu rice porsi kecil yang 619.000 pesen 14 kah [SEP] baik kak chicken katsu rice 619.000 satuan totalnya 619rb,chicken katsu rice,14,619000,3
"pesan 7 ayam penyet untuk anak saya dong [SEP] baik, langsung kami buatkan",ayam penyet,7,-1,3
"nasi goreng nugget telur seporsi + nasi goreng cumi 16 ya [SEP] noted kak nasi goreng nugget telur seporsi 677 ribu sama nasi goreng cumi 16 14 ribu, total rp691rb",nasi goreng nugget telur & nasi goreng cumi,seporsi & 16,-1,4
bikinin green tea latte sebungkus langsung proses ya ya bu [SEP] siaaap green tea latte 76 rbu totalnya rp76rb kak,green tea latte,sebungkus,76000,3
"aku pesen lima mangkuk nasi goreng merah sapi sekalian kopi charcoal 19 ya [SEP] pesanan: nasi goreng merah sapi 69 ribu, kopi charcoal rp 61.000. Total bayar = 130.000",nasi goreng merah sapi & kopi charcoal,lima mangkuk & 19,-1,4
bapak chicken katsu mentai bento semangkok sama chicken steak french fries 17 gan [SEP] siap. chicken katsu mentai bento rp 45000.000 & chicken steak french fries rp 70.000. total semuanya 45070k kak,chicken katsu mentai bento & chicken steak french fries,semangkok & 17,-1,4
"mau 4 mie kuah instand sedap tambah 14 nasi goreng spesial pindo [SEP] oke kak mie kuah instand sedap 4 dan nasi goreng spesial pindo 14, totalnya rp44040rb",mie kuah instand sedap & nasi goreng spesial pindo,4 & 14,-1,4
boleh pesan 15 kopi susu gula aren cold pedas sedang doang [SEP] total tagihan 9000 ribu untuk kopi susu gula aren cold harga 9000 ribu per item ya,kopi susu gula aren cold,15,9000000,1
buatin nasi loobak jangan pedes 21 dehh [SEP] siap nasi loobak 9000k totalnya rp9000rb kak,nasi loobak,21,9000000,2
"pesan tiga botol jagung susu coklat sepaket ayam saos dong mas [SEP] siap kak, jagung susu coklat rp10rb dan ayam saos 563.000, jadi total rp573rb ya",jagung susu coklat & ayam saos,tiga botol & sepaket,-1,4
"pesan sebotol chicken snack wrap dua gelas bakso ikan deh [SEP] baik kak, sebotol chicken snack wrap (80rb) + dua gelas bakso ikan (583.000) = 663rb ya",chicken snack wrap & bakso ikan,sebotol & dua gelas,-1,4
bro bisa pesan 8 smoothies chocolate jangan pedes dong kak [SEP] total tagihan 13000.000 untuk smoothies chocolate harga 13000k per item ya,smoothies chocolate,8,13000000,2
order miehun goreng special anget aja untuk tiga porsi gercep ya [SEP] rincian pesanan: miehun goreng special (531 ribu) jadi 531.000 ya kak,miehun goreng special,tiga porsi,531000,1
pesan tiga cup nasi sambal udang asam sunti 23 nasi goreng kyogi siap ditunggu [SEP] siap. nasi sambal udang asam sunti 64rb & nasi goreng kyogi rp 451.000. total semuanya 515 ribu kak,nasi sambal udang asam sunti & nasi goreng kyogi,tiga cup & 23,-1,4
mau dua paket nasi goreng biasa langsung proses ya jangan lama [SEP] siap nasi goreng biasa rp 249.000 totalnya 249k kak,nasi goreng biasa,dua paket,249000,1
mau chicken skin crispy jumlahnya 7 gan [SEP] rincian pesanan: chicken skin crispy (28000k) jadi rp 28000.000 ya kak,chicken skin crispy,7,28000000,1
bihun jagung mentah buat buka puasa 17 aja gan [SEP] noted kak bihun jagung mentah 930k totalnya 930k,bihun jagung mentah,17,930000,3
"siang mau 12 mie ayam telor sama sepaket ayam sambal hijau ya [SEP] baik kak, 12 mie ayam telor (rp 36000.000) + sepaket ayam sambal hijau (388k) = 36388.000 ya",mie ayam telor & ayam sambal hijau,12 & sepaket,-1,4
"order semika es kopi susu gula aren, terus jus mangga nya lima deh mbak [SEP] oke kak es kopi susu gula aren semika dan jus mangga lima, totalnya 1259rb",es kopi susu gula aren & jus mangga,semika & lima,-1,4
bungkusin lima oseng ayam asap sambal matah buat makan siang dong kak [SEP] total tagihan 22.000 untuk oseng ayam asap sambal matah harga 22k per item ya,oseng ayam asap sambal matah,lima,22000,1
beli dua paket nasi gembung asam pedas dibungkus ajaa [SEP] siap kak nasi gembung asam pedas 135k total 135rb ya,nasi gembung asam pedas,dua paket,135000,1
minta empat nasi ayam recheese refftwo buat makan siang noke ditunggu [SEP] siap nasi ayam recheese refftwo 71.000 totalnya rp 71.000 kak,nasi ayam recheese refftwo,empat,71000,3
dewi bihun ikan hongkong jumbo pack dibikin sekotak ya [SEP] bihun ikan hongkong jumbo 65 rb ya kak jadi 65 rebu,bihun ikan hongkong jumbo,sekotak,65000,3
admin order ayam asam manispotong buat makan siang 17 aja [SEP] siap kak ayam asam manispotong 302rb ttl 302k ya,ayam asam manispotong,17,302000,3
dewi pesen nasi goreng ayam saus mentega buat arisan yang harganya 40rb dua bungkus saja [SEP] siap nasi goreng ayam saus mentega 40rb totalnya rp 40.000 kak,nasi goreng ayam saus mentega,dua bungkus,40000,2
"bikin delapan mie nyemek jumbo pisahin kuahnya loh [SEP] baik, 50rb ya kak rinciannya mie nyemek jumbo harganya rp 50.000",mie nyemek jumbo,delapan,50000,2
"order 17 omurice chicken katsu, terus nasi bebek imut nya 7 nih [SEP] siap kak, omurice chicken katsu 786.000 dan nasi bebek imut 29000 ribu, jadi total 29786.000 ya",omurice chicken katsu & nasi bebek imut,17 & 7,-1,4
"pesan onigiri kari ayam tujuh pack, oh iya sekalian classic chicken burger porsi gede ya [SEP] noted kak onigiri kari ayam tujuh rp1000rb sama classic chicken burger porsi gede 545.000, total rp1545rb",onigiri kari ayam & classic chicken burger,tujuh & porsi gede,-1,4
boleh pesan dua thinwall pecel reog nasi pake qris gan [SEP] pecel reog nasi 364 ribu ya kak jadi 364 ribu,pecel reog nasi,dua thinwall,364000,2
nasi penyetan lengkap lima kotak porsi kecil,nasi penyetan lengkap,lima kotak,-1,3
teh masih ada nasi goreng spesial pindo? kalau ada mau 12 pake sambel ijo dong kak [SEP] noted kak nasi goreng spesial pindo 65rb totalnya 65 ribu,nasi goreng spesial pindo,12,65000,2
mau pesen buat 9 cilok  langsung ya [SEP] baik kak cilok 20000rb satuan totalnya rp20000rb,cilok,9,20000000,2
"pagi 16 nasi putih + dua pack nasi kepiting nongki ya kak [SEP] pesanan: nasi putih 264 ribu, nasi kepiting nongki rp 382.000. Total bayar = 646.000",nasi putih & nasi kepiting nongki,16 & dua pack,-1,4
pesan 15 mie tiaw seafood pedas sedang ya mbak,mie tiaw seafood,15,-1,3
bihun sedap siantar sayur 22 buat kantor,bihun sedap siantar sayur,22,-1,1
"nbeli nasi nila saos tiram rp 75.000 an satu deh [SEP] halo kak, pesanan nasi nila saos tiram seharga rp 75.000 ndah kami proses, total bayar rp 75.000",nasi nila saos tiram,satu,75000,3
tolong siapin 1 es kukubima anggur porsi double dong mbak [SEP] pesanan masuk: es kukubima anggur x 68k = 68rb,es kukubima anggur,1,68000,1
"pesan 21 katsu teriyaki don tanpa nasi pake ojol kak [SEP] siap, segera diproses",katsu teriyaki don tanpa nasi,21,-1,1
sei ayam bambu family size 2 [SEP] oke noted,sei ayam bambu family size,2,-1,2
beli ayam saos rp68rb an 23 suwun [SEP] oke kak ayam saos harganya rp68rb totalnya rp68rb,ayam saos,23,68000,1
"nasi bebek imut setengah porsi chicken katsu mentai bento sepiring [SEP] baik kak, setengah porsi nasi bebek imut (17000k) + sepiring chicken katsu mentai bento (rp 571.000) = 17571rb ya",nasi bebek imut & chicken katsu mentai bento,setengah porsi & sepiring,-1,4
bang french fries ori pake ojol dibikin 17 ya [SEP] oke french fries ori harga 66.000 total 66.000 ya kak,french fries ori,17,66000,1
order chicken croffle truffle buat acara keluarga untuk se-thinwall matur suwun [SEP] noted kak chicken croffle truffle 20000.000 totalnya rp 20000.000,chicken croffle truffle,se-thinwall,20000000,1
"bu nasi telur dadar penyet sebungkus sama mie kroyok pacar tiga gelas matur suwun [SEP] oke kak nasi telur dadar penyet sebungkus dan mie kroyok pacar tiga gelas, totalnya rp 848.000",nasi telur dadar penyet & mie kroyok pacar,sebungkus & tiga gelas,-1,4
porsi gede spunbond belikopi small buat arisan jangan lama [SEP] total tagihan 77k untuk spunbond belikopi small harga 77.000 per item ya,spunbond belikopi small,porsi gede,77000,1
"reza nasi goreng telur dadar 5, beneran rp476rb kan donggg [SEP] total tagihan rp476rb untuk nasi goreng telur dadar harga rp476rb per item ya",nasi goreng telur dadar,5,476000,1
tolong siapin 22 iced kopi tarik jangan lama ya ya mbak [SEP] siap iced kopi tarik 453.000 totalnya rp453rb kak,iced kopi tarik,22,453000,2
minta 7 es susu cao small pake kotak deh mas [SEP] siap es susu cao small 869 ribu totalnya 869rb kak,es susu cao small,7,869000,2
"beli 17 nasi goreng rumahan [SEP] baik, 253 ribu ya kak rinciannya nasi goreng rumahan harganya rp 253.000",nasi goreng rumahan,17,253000,2
beli dua cup chicken steak french fries setengah porsi buruan ya [SEP] siap kak chicken steak french fries 61.000 total 61rb ya,chicken steak french fries,dua cup,61000,1
"kk pisang goreng dua botol sama chicken chop 21 jangan lama [SEP] noted kak pisang goreng dua botol rp 31000.000 sama chicken chop 21 17000rb, total rp 48000.000",pisang goreng & chicken chop,dua botol & 21,-1,4
bikinin kwetiau goreng ahmeds kitchen 4 level dewa dong [SEP] siap kak kwetiau goreng ahmeds kitchen 63k total 63.000 ya,kwetiau goreng ahmeds kitchen,4,63000,1
boleh pesan seporsi extra kulit ayam krispy porsi double dong mas [SEP] rincian pesanan: extra kulit ayam krispy (rp509rb) jadi rp509rb ya kak,extra kulit ayam krispy,seporsi,509000,3
pesan lima cup crepes chicken porsi gede doang [SEP] noted kak crepes chicken rp436rb totalnya rp436rb,crepes chicken,lima cup,436000,3
aku pesen 25 es kelapa muda sekalian tahu bakso goreng tabagor sebox ya [SEP] siap. es kelapa muda rp 986.000 & tahu bakso goreng tabagor 14 ribu. total semuanya 1000rb kak,es kelapa muda & tahu bakso goreng tabagor,25 & sebox,-1,4
putri isa pesan se-thinwall lil bro chicken burger level 5 dulu [SEP] rincian pesanan: lil bro chicken burger (53.000) jadi 53rb ya kak,lil bro chicken burger,se-thinwall,53000,3
kk order nasi nila asam pedas anget aja dua gelas yah [SEP] oke kak nasi nila asam pedas harganya 846.000 totalnya 846rb,nasi nila asam pedas,dua gelas,846000,2
pesan se-thinwall nasi ikan tuna sambal matah dibungkus kak [SEP] pesanan masuk: nasi ikan tuna sambal matah x rp48rb = 48rb,nasi ikan tuna sambal matah,se-thinwall,48000,1
order nasi ayam bakar porsi gede untuk lima jangan lama [SEP] noted kak nasi ayam bakar rp22rb totalnya rp22rb,nasi ayam bakar,lima,22000,1
bikinin susu jahe anget 22 pedes mampus gan [SEP] siap susu jahe anget rp 68.000 totalnya 68.000 kak,susu jahe anget,22,68000,1
"bimbimbapp nasi campur korea semangkok bungkus dan tiga gelas ayam kampung penyet kok [SEP] pesanan: bimbimbapp nasi campur korea rp 77.000, ayam kampung penyet rp31rb. Total bayar = 108 ribu",bimbimbapp nasi campur korea & ayam kampung penyet,semangkok & tiga gelas,-1,4
"masih ada nasi bebek mumer? kalau ada mau 8 buat kantor pak [SEP] halo kak, pesanan nasi bebek mumer seharga rp 15.000 sudah kami proses, total bayar 15 ribu",nasi bebek mumer,8,15000,1
beli es teh 512.000 an 11 bu [SEP] oke es teh harga 512.000 total rp512rb ya kak,es teh,11,512000,3
mau 10 es teh manis buat makan siang kak [SEP] noted kak es teh manis rp 917.000 totalnya 917.000,es teh manis,10,917000,2
bakso special buat bekel sekolah yang 36rb pesen 2 ya pak [SEP] oke kak bakso special harganya 36rb totalnya rp36rb,bakso special,2,36000,3
"pesan belut goreng telur asin 24 untuk anak saya, oh iya sekalian nasi cumi saos padang tiga gelas ya [SEP] baik kak, 24 belut goreng telur asin (rp 68.000) + tiga gelas nasi cumi saos padang (rp819rb) = rp887rb ya",belut goreng telur asin & nasi cumi saos padang,24 & tiga gelas,-1,4
"nitip 21 mie gobyoss otak otak pake ojol pak [SEP] halo kak, pesanan mie gobyoss otak otak seharga rp 3000.000 sudah kami proses, total bayar 3000rb",mie gobyoss otak otak,21,3000000,2
mau brownies strowberry jumlahnya seporsi ya kak [SEP] baik kak brownies strowberry 43.000 satuan totalnya rp43rb,brownies strowberry,seporsi,43000,2
"esteh red velvet medium buat kantor 5, nasi karage omahan japanese curry 5 yaaa [SEP] oke kak esteh red velvet medium 5 dan nasi karage omahan japanese curry 5, totalnya 30007.000",esteh red velvet medium & nasi karage omahan japanese curry,5 & 5,-1,4
"pesan chicken qorma double 20 paket, oh iya sekalian cheese chicken ball lima pack ya [SEP] noted kak chicken qorma double 20 94rb sama cheese chicken ball lima pack 80rb, total rp174rb",chicken qorma double & cheese chicken ball,20 & lima pack,-1,4
sore special ayam geprek mozarella pake kotak segelas ditunggu [SEP] noted kak special ayam geprek mozarella 40000rb totalnya 40000rb,special ayam geprek mozarella,segelas,40000000,2
minta 2 ayam penyet kremes gak pake bawang ya [SEP] oke ayam penyet kremes harga rp 964.000 total rp 964.000 ya kak,ayam penyet kremes,2,964000,1
pakde 23 siomay goreng frozen titipan bos ya min [SEP] siap kak,siomay goreng frozen,23,-1,1
minta 6 teh tarik cincau hot porsi double ajaa [SEP] teh tarik cincau hot 87 ribu ya kak jadi 87k,teh tarik cincau hot,6,87000,2
nasi uduk langsung proses ya 18 aja aja [SEP] nasi uduk 33.000 ya kak jadi 33rb,nasi uduk,18,33000,3
tolong siapin 12 soto jeroan masakan level dewa deh [SEP] pesanan masuk: soto jeroan masakan x rp811rb = 811k,soto jeroan masakan,12,811000,2
brli nasi bungkus ayam gulai 70k an setengah porsi dong min [SEP] siap kak nasi bunggus ayam gulai 70k ttl rp70rb ya,nasi bungkus ayam gulai,setengah porsi,70000,3
minta 22 nasi telor balado buat bekel sekolah tuh [SEP] baik kak nasi telor balado rp479rb satuan totalnya 479rb,nasi telor balado,22,479000,1
"sis masih ada nasi sambal udang asam sunti? kalau ada mau 17 buat kantor pak [SEP] halo kak, pesanan nasi sambal udang asam sunti seharga 97k sudah kami proses, total bayar rp97rb",nasi sambal udang asam sunti,17,97000,1
chicken wings 24 ya andi [SEP] siap chicken wings 96rb totalnya rp 96.000 kak,chicken wings,24,96000,1
chicken ramen 6 buat buka puasa [SEP] oke kak pesanannya masuk ya,chicken ramen,6,-1,3
"coffe latte h buat acara keluarga yang 48k pesen dua thinwall ya bang [SEP] baik, rp 48.000 ya kak rinciannya coffe latte h hrgny 48k",coffe latte h,dua thinwall,48000,3
beli sedus susu kedelai pack dehh [SEP] pesanan masuk: susu kedelai x 51 ribu = 51 rbuan,susu kedelai,sedus,51000,3
pesen upsize nasi putih nya 21 buruan ya [SEP] pesanan masuk: upsize nasi putih x 55k = rp 55.000,upsize nasi putih,21,55000,1
tolong siapin dua cireng crispy pake ojol kak [SEP] noted kak cireng crispy 16000rb totalnya 16000 ribu,cireng crispy,dua,16000000,1
pesan 3 teh anget buat acara keluarga nih [SEP] siap kak,teh anget,3,-1,2
kak mau pesen seporsi ayam goreng pedas sedang suwun,ayam goreng,seporsi,-1,2
bungkusin dua bungkus roti bakar ayam lemper makan sini nih [SEP] siap kak roti bakar ayam lemper rp 14000.000 total 14000.000 ya,roti bakar ayam lemper,dua bungkus,14000000,2
ping bisa pesan 15 es susu coklat tolong buruan ya bu [SEP] siap es susu coklat rp 140.000 totalnya 140 ribu kak,es susu coklat,15,140000,1
nitip 25 cookies and ice cream sandwich buat acara keluarga ya bang [SEP] noted kak cookies and ice cream sandwich 55.000 totalnya 55k,cookies and ice cream sandwich,25,55000,2
"mau pink lady strawberrysusu jumlahnya tiga gelas gan [SEP] siap, segera diproses",pink lady strawberrysusu,tiga gelas,-1,1
mau 17 nasi timbel pisahin kuahnya budget 77k cepet ya [SEP] baik kak nasi timbel 77k satuan totalnya rp77rb,nasi timbel,17,77000,1
kak mau order dua bakso ranjau tolong buruan deh mbak [SEP] siap bakso ranjau 99k totalnya 99 ribu kak,bakso ranjau,dua,99000,2
"pesen es lemon tea nya 15 deh kak [SEP] halo kak, pesanan es lemon tea seharga rp 383.000 sudah kami proses, total bayar 383 ribu",es lemon tea,15,383000,2
buatin chicken strip roll langsung proses ya 25 yaaa [SEP] chicken strip roll 910 ribu ya kak jadi 910 ribu,chicken strip roll,25,910000,3
mas mau pesen sepuluh mie kuah ayam dibungkus pak [SEP] oke kak mie kuah ayam harganya 600.000 totalnya rp 600.000,mie kuah ayam,sepuluh,600000,2
hallo pagi bisa pesan tiga botol nasi gurame penyet jangan pedes kok [SEP] pesanan masuk: nasi gurame penyet x rp9000rb = 9000rb,nasi gurame penyet,tiga botol,9000000,3
